epoch [s],elapsed [s],x [m],y [m],z [m],roll [deg],pitch [deg],yaw [deg],broadcast
1782841865.0966039,0.1673581600189209,-7.870272838679418e-05,1.0000000009621643,0.024375721413919048,0.0,0.0,359.9999999076932,False
1782841865.191685,0.2624392509460449,-6.34302035334403e-05,1.0000000007995697,0.02731226176648666,0.0,0.0,359.99999990761654,False
1782841865.2652357,0.33598995208740234,-4.042334668555485e-05,1.0000000004928895,0.0300509374333563,0.0,0.0,359.99999990760153,False
1782841865.3295221,0.40027642250061035,-2.5404638094605067e-05,1.0000000002592664,0.0311861027306259,0.0,0.0,359.99999990768504,False
1782841865.3997052,0.4704594612121582,-2.8429037250967066e-05,1.0000000002664406,0.029948486191941587,0.0,0.0,359.99999990768066,False
1782841865.468756,0.5395102500915527,-4.205666323528057e-05,1.0000000004323517,0.027960659759174694,0.0,0.0,359.999999907626,False
1782841865.5386305,0.6093847751617432,-6.1180167576901e-05,1.0000000006858047,0.025758403427869114,0.0,0.0,359.9999999076315,False
1782841865.6024065,0.6731607913970947,-7.429200428386208e-05,1.0000000008863312,0.02464429806745185,0.0,0.0,359.9999999077052,False
1782841865.6687558,0.7395100593566895,-7.155302304518453e-05,1.0000000008857268,0.02536625821577211,0.0,0.0,359.9999999077028,False
1782841865.7378085,0.8085627555847168,-5.9174248855335284e-05,1.0000000007447485,0.027021498473528784,0.0,0.0,359.99999990765457,False
1782841865.8076582,0.8784124851226807,-4.125071897181192e-05,1.0000000005063945,0.029165638649971005,0.0,0.0,359.9999999076524,False
1782841865.8703313,0.9410855770111084,-2.8369172220884952e-05,1.0000000002994192,0.030610388200500868,0.0,0.0,359.99999990771875,False
1782841865.9385798,1.0093340873718262,-3.022347026455217e-05,1.0000000002896041,0.03028881488543339,0.0,0.0,359.9999999077223,False
1782841866.0065198,1.0772740840911865,-4.143935112947507e-05,1.000000000421296,0.028911367057270043,0.0,0.0,359.99999990768094,False
1782841866.095233,1.165987253189087,-6.214893212920264e-05,1.0000000006978218,0.02644384686420687,0.0,0.0,359.9999999076891,False
1782841866.1876378,1.258392095565796,-7.211243310194613e-05,1.0000000008711531,0.02510287757849412,0.0,0.0,359.9999999077515,False
1782841866.249667,1.3204212188720703,-6.64078076344796e-05,1.0000000008271688,0.025586158717702204,0.0,0.0,359.99999990773216,False
1782841866.3191316,1.3898859024047852,-4.9751482293351535e-05,1.0000000006249663,0.027397215399413696,0.0,0.0,359.99999990769663,False
1782841866.3793046,1.450058937072754,-3.5468744145179816e-05,1.0000000004171032,0.029201969088755268,0.0,0.0,359.99999990772955,False
1782841866.4453084,1.5160627365112305,-3.0030807147845535e-05,1.0000000003067033,0.0301757369061045,0.0,0.0,359.9999999077692,False
1782841866.534401,1.6051552295684814,-3.7678679045224896e-05,1.0000000003639302,0.029868312019773583,0.0,0.0,359.9999999077481,False
1782841866.601936,1.6726903915405273,-5.4180404005817597e-05,1.0000000005769638,0.028180648025034852,0.0,0.0,359.9999999077265,False
1782841866.674473,1.745227336883545,-6.658590403098893e-05,1.0000000007667886,0.026491529861090754,0.0,0.0,359.999999907766,False
1782841866.7437863,1.8145406246185303,-6.961819858785494e-05,1.0000000008501826,0.02551486144772612,0.0,0.0,359.9999999077964,False
