EpochTime(s),TimeFromStart(s),right_prop_rate(rad/s),left_prop_rate(rad/s),LastDT(s),Yaw(rad),North(m),East(m),IMUSensedYawRate(rad/s),IMUIntegratedYaw(rad),IMUSensedTimeStamp(s),ARUCOSensedNorth(m),ARUCOSensedEast(m),ARUCOSensedYaw(rad),ArucoSensedTimeStamp(s),DepthTimeStamp(s),Depth(m),NavigationMode,APFEncounter,APFSide,APFDCPA(m),APFTCPA(s),APFForceX,APFForceY,NearestObstacleNorth(m),NearestObstacleEast(m),NearestObstacleDistance(m),WebotsEnvironment,SwitchCombination,EKFPredictionEnabled,ClusterSizeAPFEnabled,ClassicAPFInfluenceDistance(m)
1782932659.7504659,4.009766578674316,200.0,200.0,0.2,6.283185305578724,-4.856322998136987e-05,1.000000000383877,3.5956358981350444e-12,6.283185305579345,1782932659.749959,-4.856322998136987e-05,1.000000000383877,6.283185305578626, 1782932658.857438, 1782932659.7782528,1.0874139897107369,apf_colreg,overtaking,-1.0,nan,nan,14.655072056485757,7.381759475096164,1.650071317093649,0.9909819466408958,1.6501174517800064,mr_webots_overtaking_small_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782932659.8004189,4.059719562530518,200.0,200.0,0.2,6.2746424085507515,0.007488950115509753,0.9999374436803083,3.5956358981350444e-12,6.283185305580065,1782932659.749959,None,None,None, None, 1782932659.7782528,1.0874139897107369,apf_colreg,overtaking,-1.0,nan,nan,14.590535136208107,7.507150636164693,1.650048510198208,0.9909817945372025,1.6501432009801484,mr_webots_overtaking_small_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782932659.900764,4.160064697265625,200.0,200.0,0.2,6.273721875384618,0.003203241357643865,0.9999483146073014,0.00449227718700937,0.0006005018534933626,1782932659.8836336,1.63658288066185e-05,1.0000000067050299,0.0005232144972007191, 1782932659.862019, 1782932659.8841403,1.0340433366418074,apf_colreg,overtaking,-1.0,nan,nan,14.583589934192947,7.5205280441466975,1.650048510198208,0.9909817945372025,1.6501432009801484,mr_webots_overtaking_small_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782932660.0029724,4.262273073196411,200.0,200.0,0.2,6.258597921689822,0.017894065714482394,0.9996059040876273,0.009422002340067308,0.0014686335340624705,1782932659.9757724,None,None,None, None, 1782932659.9697201,1.083210648166327,apf_colreg,overtaking,-1.0,nan,nan,14.466811978170456,7.7423660269933166,1.650048510198208,0.9909817945372025,1.6501432009801484,mr_webots_overtaking_small_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782932660.170778,4.430078744888306,200.0,200.0,0.2,6.244762506976491,0.03876313009185063,0.9987767817622775,0.01612713140758942,0.004152106741489052,1782932660.1421673,None,None,None, None, 1782932659.9697201,1.083210648166327,apf_colreg,overtaking,-1.0,nan,nan,14.356663704937425,7.946654585830373,1.6681657662286205,0.9479899117071783,1.649836819674733,mr_webots_overtaking_small_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782932660.2085063,4.467807054519653,200.0,200.0,0.2,6.231594068356699,0.06442871900297434,0.9973878165469846,0.01612713140758942,0.007377533023006935,1782932660.1421673,None,None,None, None, 1782932660.22096,0.9326283941663829,apf_colreg,overtaking,-1.0,nan,nan,14.248742607859377,8.143093685701958,1.6681657662286205,0.9479899117071783,1.649836819674733,mr_webots_overtaking_small_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782932660.4650412,4.724341869354248,200.0,200.0,0.2,6.199671096595697,0.09348379917453262,0.9954220756701341,0.01612713140758942,0.007377533023006935,1782932660.4685533,None,None,None, None, 1782932660.22096,0.9326283941663829,apf_colreg,overtaking,-1.0,nan,nan,13.97781733608313,8.60530482507405,1.711363461266258,0.8909565011769743,1.6491689795147755,mr_webots_overtaking_small_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782932660.5858755,4.8451762199401855,200.0,200.0,0.2,6.194640191875814,0.1246533769885077,0.9920808905797877,0.019530228683568955,0.013751925751601697,1782932660.4685533,None,None,None, None, 1782932660.22096,0.9326283941663829,apf_colreg,overtaking,-1.0,nan,nan,13.930526040627136,8.69447798029387,1.711363461266258,0.8909565011769743,1.6491689795147755,mr_webots_overtaking_small_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782932660.6277688,4.887069463729858,200.0,200.0,0.2,6.187756845180893,0.15722856680415875,0.988603878486893,0.019530228683568955,0.017657971488315487,1782932660.4685533,None,None,None, None, 1782932660.22096,0.9326283941663829,apf_colreg,overtaking,-1.0,nan,nan,13.866242791121367,8.809889633125643,1.711363461266258,0.8909565011769743,1.6491689795147755,mr_webots_overtaking_small_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782932660.6488597,4.908160448074341,200.0,200.0,0.2,6.179258400335466,0.1906265245871439,0.9848507019591958,0.019530228683568955,0.021564017225029278,1782932660.4685533,None,None,None, None, 1782932660.22096,0.9326283941663829,apf_colreg,overtaking,-1.0,nan,nan,13.786269684609966,8.948687808265387,1.711363461266258,0.8909565011769743,1.6491689795147755,mr_webots_overtaking_small_ship.wbt,ekf_off_cluster_off,0,0,5.0
