EpochTime(s),TimeFromStart(s),right_prop_rate(rad/s),left_prop_rate(rad/s),LastDT(s),Yaw(rad),North(m),East(m),IMUSensedYawRate(rad/s),IMUIntegratedYaw(rad),IMUSensedTimeStamp(s),ARUCOSensedNorth(m),ARUCOSensedEast(m),ARUCOSensedYaw(rad),ArucoSensedTimeStamp(s),DepthTimeStamp(s),Depth(m),NavigationMode,APFEncounter,APFSide,APFDCPA(m),APFTCPA(s),APFForceX,APFForceY,NearestObstacleNorth(m),NearestObstacleEast(m),NearestObstacleDistance(m)
1782066195.985884,2.186763048171997,-200.0,200.0,0.2,6.283185305578102,-6.0577756335924865e-05,1.0000000007182175,6.153651850794302e-12,6.283185305579166,1782066195.9548295,-6.0577756335924865e-05,1.0000000007182175,6.283185305577935, 1782066195.720498, 1782066195.9663548,0.9707487233231945,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1782066195.993829,2.1947081089019775,-200.0,200.0,0.2,6.2831853055781455,0.030157085289567197,1.0000000006698244,6.153651850794302e-12,6.283185305580397,1782066195.9548295,None,None,None, None, 1782066195.9663548,0.9707487233231945,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1782066196.094747,2.295626163482666,-200.0,200.0,0.2,6.283185305578578,0.08491114604199901,1.000000000582139,9.48693325081673e-12,6.283185305581077,1782066196.0992618,None,None,None, None, 1782066196.0426126,1.0232732372550464,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1782066196.1947012,2.395580291748047,-200.0,200.0,0.2,6.283185305552826,0.15122955622861584,1.0000000004759626,-2.1854158996333354e-10,6.283185305549518,1782066196.1709833,None,None,None, None, 1782066196.1719854,1.0578724971505924,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1782066196.2952976,2.4961767196655273,-200.0,200.0,0.2,6.283185305530514,0.22040087610754905,1.0000000003634375,-2.822836458934581e-10,6.283185305528825,1782066196.2442894,None,None,None, None, 1782066196.2442894,0.9453184077703368,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1782066196.3951287,2.596007823944092,-200.0,200.0,0.2,6.283185305630471,0.2900200910247611,1.0000000002486304,7.122367041111417e-10,6.283185305619835,1782066196.3720703,None,None,None, None, 1782066196.373067,1.0836251981118676,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1782066196.4942791,2.6951582431793213,-200.0,200.0,0.2,6.283185305791783,0.3597004250622725,1.0000000001406875,1.617039824671943e-09,6.283185305757334,1782066196.4571018,None,None,None, None, 1782066196.4571018,0.9710378826867204,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1782066196.5940456,2.794924736022949,-200.0,200.0,0.2,6.283185305768343,0.4293889057615292,1.0000000000439735,5.583044193027596e-10,6.283185305798806,1782066196.5313857,None,None,None, None, 1782066196.5875356,0.9343266135868786,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1782066196.694351,2.8952300548553467,-200.0,200.0,0.2,6.283185305731367,0.4990784688309595,0.9999999999456245,3.0842846751326714e-10,6.283185305837814,1782066196.6578588,None,None,None, None, 1782066196.6558628,1.0439450764627471,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
1782066196.7945025,2.9953815937042236,-200.0,200.0,0.2,6.283185305754062,0.1108824214923716,1.0000000003503635,-4.952280858295168e-10,6.283185305770889,1782066196.7929993,0.10673495730187654,1.0000000003549439,6.283185305882695, 1782066196.726445, 1782066196.7929993,0.9671189596552806,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan
