EpochTime(s),TimeFromStart(s),right_prop_rate(rad/s),left_prop_rate(rad/s),LastDT(s),Yaw(rad),North(m),East(m),IMUSensedYawRate(rad/s),IMUIntegratedYaw(rad),IMUSensedTimeStamp(s),ARUCOSensedNorth(m),ARUCOSensedEast(m),ARUCOSensedYaw(rad),ArucoSensedTimeStamp(s),DepthTimeStamp(s),Depth(m),NavigationMode,APFEncounter,APFSide,APFDCPA(m),APFTCPA(s),APFForceX,APFForceY,NearestObstacleNorth(m),NearestObstacleEast(m),NearestObstacleDistance(m),WebotsEnvironment,SwitchCombination,EKFPredictionEnabled,ClusterSizeAPFEnabled,ClassicAPFInfluenceDistance(m)
1782925726.1131423,2.4146432876586914,-200.0,200.0,0.2,6.2831853055776765,-4.4172167099477406e-05,1.0000000003812335,1.2435399184183786e-11,6.283185305579826,1782925726.1276557,-4.4172167099477406e-05,1.0000000003812335,6.283185305577339, 1782925725.835409, 1782925726.025076,0.9559623370343424,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925726.1376626,2.4391636848449707,-200.0,200.0,0.2,6.283185305576686,0.03017349087880364,1.0000000003328275,1.3321855253540436e-12,6.283185305580038,1782925726.1276557,None,None,None, None, 1782925726.1336563,0.9542378747592726,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925726.2457628,2.5472638607025146,-200.0,200.0,0.2,6.283185305576237,0.08492755163123546,1.0000000002450622,1.3321855253540436e-12,6.283185305580305,1782925726.281378,None,None,None, None, 1782925726.239762,0.9989186343345446,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925726.3430226,2.6445236206054688,-200.0,200.0,0.2,6.283185305582381,0.1512459618178523,1.0000000001387306,5.706246425708527e-11,6.283185305589076,1782925726.281378,None,None,None, None, 1782925726.3254786,1.0647309425583489,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925726.4381754,2.7396764755249023,-200.0,200.0,0.2,6.283185305585374,0.2204172816967855,1.0000000000282498,5.1626575257359e-11,6.283185305594769,1782925726.3916385,None,None,None, None, 1782925726.4181528,0.9338935497105617,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925726.5419972,2.8434982299804688,-200.0,200.0,0.2,6.283185305522009,0.29003649661399755,0.9999999999172621,-5.194461182917831e-10,6.2831853055473585,1782925726.4829094,None,None,None, None, 1782925726.5174518,1.008497305516064,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925726.638745,2.940246105194092,-200.0,200.0,0.2,6.283185305470836,0.35971683065150895,0.9999999998017616,-6.411262986998099e-10,6.283185305482747,1782925726.583688,None,None,None, None, 1782925726.6227202,1.0412600521776936,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925726.7438326,3.0453336238861084,-200.0,200.0,0.2,6.283185305303278,0.42940531135076565,0.9999999996826814,-1.8333809834503442e-09,6.2831853053414015,1782925726.749833,None,None,None, None, 1782925726.713793,0.9374629814970857,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925726.8386483,3.1401493549346924,-200.0,200.0,0.2,6.283185305415513,0.49909487442019596,0.9999999995519223,5.0073015451203996e-11,6.283185305350233,1782925726.8371432,None,None,None, None, 1782925726.797079,0.9600012250179287,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925726.9393735,3.2408745288848877,-200.0,200.0,0.2,6.28318530537489,0.09213717929716264,1.0000000005507415,3.266326271047875e-10,6.283185305375616,1782925726.914854,0.08781977476317496,1.0000000005609022,6.283185305245684, 1782925726.851686, 1782925726.897341,0.9870373549404521,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925727.0406446,3.3421456813812256,-200.0,200.0,0.2,6.283185305398281,0.1340279341290247,1.0000000004751413,1.6296710486185824e-10,6.28318530539138,1782925727.0115852,None,None,None, None, 1782925726.9805567,1.0489879972033027,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925727.1379833,3.4394843578338623,-200.0,200.0,0.2,6.283185305390492,0.19521793450570324,1.0000000003661431,-8.335149751660651e-11,6.28318530538515,1782925727.0863352,None,None,None, None, 1782925727.1399908,0.9249757530398321,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925727.2390938,3.5405948162078857,-200.0,200.0,0.2,6.283185305386459,0.26332944349337356,1.0000000002442853,-7.362193073734498e-11,6.283185305374677,1782925727.2285862,None,None,None, None, 1782925727.2285862,1.077385176155702,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925727.338439,3.639940023422241,-200.0,200.0,0.2,6.283185305280993,0.33279409624665623,1.0000000001197262,-1.0282946084488943e-09,6.28318530529161,1782925727.3093677,None,None,None, None, 1782925727.3093677,1.0075106351008267,track,none,0.0,nan,nan,0.0,0.0,nan,nan,nan,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925727.4381921,3.7396931648254395,-200.0,200.0,0.2,6.283185305284035,0.40245362104068283,0.9999999999874711,-4.146391943839254e-10,6.283185305260002,1782925727.3855982,None,None,None, None, 1782925727.3855982,1.0536544521287385,track,none,0.0,nan,nan,0.0,0.0,5.068812630167222,3.0515901806721164,5.057687030621288,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925727.5468392,3.8483402729034424,200.0,200.0,0.2,6.283185305299679,0.4721393332628485,0.9999999998553782,-2.6358513552366515e-10,6.283185305236241,1782925727.475743,None,None,None, None, 1782925727.5613835,1.0075580529192345,apf_colreg,static_obstacle,-1.0,nan,nan,14.667223187467131,7.421943306307211,4.947458055722695,3.04103322475375,4.940467367350358,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925727.64463,3.9461309909820557,200.0,200.0,0.2,6.275925391666091,0.519146566485268,0.9996098688493169,1.3745248634706348e-10,6.283185305250762,1782925727.5813835,None,None,None, None, 1782925727.6299572,0.9164567444229328,apf_colreg,static_obstacle,-1.0,nan,nan,14.612730317740304,7.53046382499071,4.947458055722695,3.04103322475375,4.940467367350358,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925727.7384734,4.0399744510650635,200.0,200.0,0.2,6.2872518409780875,0.5599340165546581,0.9987947432495714,0.19818469141089118,0.02974492001533413,1782925727.7314703,None,None,None, None, 1782925727.698893,0.9888053190783759,apf_colreg,static_obstacle,-1.0,nan,nan,14.696672661599107,7.369127825235109,5.068329876798886,2.9680343317471443,4.9078002258932605,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925727.8417664,4.143267393112183,200.0,200.0,0.2,6.290888090839897,0.5979124409879444,0.9986814113710407,0.08608805542505109,0.03600748500424199,1782925727.8042164,None,None,None, None, 1782925727.7905354,0.9213610541445502,apf_colreg,static_obstacle,-1.0,nan,nan,14.723316704209193,7.316283356474279,5.089652878403678,2.994588401362089,4.89180774689052,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925727.9390662,4.240567207336426,200.0,200.0,0.2,6.320369804787326,0.23680286472021633,1.0000140351289937,0.3767231833173315,0.06757781511711859,1782925727.8880188,0.23143882074004468,1.000032438421213,0.028629453175236463, 1782925727.854479, 1782925727.930049,0.9304159777705213,apf_colreg,static_obstacle,-1.0,nan,nan,14.933008347927888,6.871447044780417,5.1460242887179435,2.927176480241417,4.885374514736599,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925728.0383754,4.339876413345337,200.0,200.0,0.2,0.04670521962343593,0.2353597597506964,0.9999569202529686,0.07844349042170318,0.07331090048344878,1782925728.0393817,None,None,None, None, 1782925728.0118413,0.9273892220810519,apf_colreg,static_obstacle,-1.0,nan,nan,14.997743294109728,6.729271171417137,4.732957274935167,3.002443552783209,4.861932075411123,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925728.1378915,4.439392566680908,200.0,200.0,0.2,0.05009748983073736,0.24146664923952593,1.0002187310182742,0.07407831326500343,0.08382297100309255,1782925728.1030092,None,None,None, None, 1782925728.0869253,0.977002304092377,apf_colreg,static_obstacle,-1.0,nan,nan,15.020541455665178,6.676863827471178,4.732832021710993,2.9793589037195374,4.850199865041446,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925728.2402253,4.541726350784302,200.0,200.0,0.2,0.05436920321657902,0.2548730025630012,1.0007920676748052,0.10709541617103309,0.09192149398516512,1782925728.178629,None,None,None, None, 1782925728.166734,0.9809604191018468,apf_colreg,static_obstacle,-1.0,nan,nan,15.04905018096035,6.609338020133912,4.766314115143855,2.877070011449188,4.834716485312104,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925728.3377824,4.6392834186553955,200.0,200.0,0.2,0.05722239548232762,0.2746886912197568,1.0017138914716965,0.09234225863835714,0.10610933581406368,1782925728.332273,None,None,None, None, 1782925728.332273,0.9437055046085638,apf_colreg,static_obstacle,-1.0,nan,nan,15.068032456024149,6.561079650831985,4.776774352956079,2.897412481326667,4.832855952190964,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925728.439473,4.740973949432373,200.0,200.0,0.2,0.09881262595900489,0.29958628138856996,1.0029214414512089,0.44555349407680367,0.13624522265837644,1782925728.39991,None,None,None, None, 1782925728.39991,1.0879255690235552,apf_colreg,static_obstacle,-1.0,nan,nan,15.32775655273728,5.921953831390345,4.820683985162973,2.7978529646327326,4.812090989427317,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925728.537989,4.839489936828613,200.0,200.0,0.2,0.11237292262333609,0.32802315866508786,1.0058865542275548,0.08112858781279447,0.1431993574882302,1782925728.4856274,None,None,None, None, 1782925728.4826205,0.9347263358488541,apf_colreg,static_obstacle,-1.0,nan,nan,15.406309169322212,5.696528468835025,4.756494828880448,3.020945178135908,4.800947032771459,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925728.6387868,4.940287828445435,200.0,200.0,0.2,0.12243789869890098,0.35886799566555716,1.0092953816921346,0.10711501917650011,0.15708484016581667,1782925728.615259,None,None,None, None, 1782925728.616265,0.9966005274741045,apf_colreg,static_obstacle,-1.0,nan,nan,15.46227685355486,5.521588290124818,4.799456616625838,2.9743941657137922,4.790563903387708,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925728.7382944,5.039795398712158,200.0,200.0,0.2,0.12868895755696205,0.39121278697111483,1.0131052839423464,0.0951039545063723,0.16456843924711864,1782925728.6939476,None,None,None, None, 1782925728.7004554,0.9932581464261667,apf_colreg,static_obstacle,-1.0,nan,nan,15.495699184206593,5.402928693528478,4.845139732656537,2.9010031469105657,4.774401854855629,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925728.8380299,5.139530897140503,200.0,200.0,0.2,0.13289411367626605,0.4244646849912904,1.01716463558517,0.0922403476993328,0.17758202839803308,1782925728.835031,None,None,None, None, 1782925728.835031,1.0611337635121447,apf_colreg,static_obstacle,-1.0,nan,nan,15.517345996782485,5.314402799953157,4.874206014572464,2.9269204687885417,4.763225441317521,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925728.9397888,5.241289854049683,200.0,200.0,0.2,0.14624092617974632,0.3246241828935643,1.004102157548848,0.04383365252287287,0.18087962895729387,1782925728.910261,0.3228591366233537,1.0038737731855722,0.17311514180841847, 1782925728.862106, 1782925728.910261,1.0663155928171442,apf_colreg,static_obstacle,-1.0,nan,nan,15.59091629213316,5.181800639640795,4.787861059522809,2.8807230115503137,4.755855932388337,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925729.0385106,5.3400115966796875,200.0,200.0,0.2,0.1421907291439418,0.3482731848561855,1.007321761259091,0.08930021987043667,0.18816420180365656,1782925728.9918349,None,None,None, None, 1782925728.9958842,0.9754351498796341,apf_colreg,static_obstacle,-1.0,nan,nan,15.568880893426531,5.226421279787635,4.823506676188481,2.7877654931246982,4.7475674576221705,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925729.1381536,5.439654588699341,200.0,200.0,0.2,0.1397736969134311,0.3758930476454552,1.0109796623934921,0.08104919766785683,0.1995390013078391,1782925729.1321793,None,None,None, None, 1782925729.068068,0.944450381031487,apf_colreg,static_obstacle,-1.0,nan,nan,15.555208531105436,5.243027112985395,4.823506676188481,2.7877654931246982,4.7475674576221705,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
1782925729.2384489,5.539949893951416,175.1045698809673,200.0,0.2,0.18631656950612402,0.40620731991668035,1.0149165988759499,0.5341185414336128,0.2324313912676838,1782925729.1937618,None,None,None, None, 1782925729.2214441,0.9190217063005485,apf_colreg,static_obstacle,-1.0,nan,nan,15.780188844697673,4.491094646024692,4.876945681068644,2.778643708437743,4.7392698525531864,mr_webots_cross_right_to_left_large_ship.wbt,ekf_off_cluster_off,0,0,5.0
