EpochTime(s),TimeFromStart(s),right_prop_rate(rad/s),left_prop_rate(rad/s),LastDT(s),Yaw(rad),North(m),East(m),IMUSensedYawRate(rad/s),IMUIntegratedYaw(rad),IMUSensedTimeStamp(s),ARUCOSensedNorth(m),ARUCOSensedEast(m),ARUCOSensedYaw(rad),ArucoSensedTimeStamp(s),DepthTimeStamp(s),Depth(m),NavigationMode,APFEncounter,APFSide,APFDCPA(m),APFTCPA(s),APFForceX,APFForceY,NearestObstacleNorth(m),NearestObstacleEast(m),NearestObstacleDistance(m),WebotsEnvironment,SwitchCombination,EKFPredictionEnabled,ClusterSizeAPFEnabled,ClassicAPFInfluenceDistance(m)
1782910181.5850952,3.1518197059631348,200.0,200.0,0.2,6.283185305629842,-4.8256503510864235e-05,1.0000000006456398,7.400846905717408e-13,6.28318530562997,1782910181.629156,-4.8256503510864235e-05,1.0000000006456398,6.2831853056298215, 1782910181.312066, 1782910181.6346688,0.9579710315701312,apf_colreg,overtaking,-1.0,1.6500914289962123,inf,16.143349753864427,6.518653235090566,1.6500667862981753,0.9909819734767782,1.6501129218281296,mr_webots_overtaking_small_ship.wbt,ekf_on_cluster_on,1,1,5.0
1782910181.6706872,3.2374117374420166,200.0,200.0,0.2,6.274642408601317,0.007489256841983435,0.9999374439424543,7.230637743384161e-13,6.2831853056300675,1782910181.629156,None,None,None, None, 1782910181.6346688,0.9579710315701312,apf_colreg,overtaking,-1.0,0.023113740248069146,43.77650890913101,16.085287173001245,6.656777229398832,1.6500667862981753,0.9909819734767782,1.6501129218281296,mr_webots_overtaking_small_ship.wbt,ekf_on_cluster_on,1,1,5.0
1782910181.7763999,3.3431243896484375,200.0,200.0,0.2,6.266969324508327,0.022207851696464647,0.999640059241532,0.024212578310814765,0.001728451504930284,1782910181.8400002,None,None,None, None, 1782910181.8429995,1.0728583114139156,apf_colreg,overtaking,-1.0,0.20527358846559102,23.481388351134477,16.031783825600325,6.781863759883168,1.6589154591814759,0.9739776506705479,1.6498164224498357,mr_webots_overtaking_small_ship.wbt,ekf_on_cluster_on,1,1,5.0
1782910181.8890321,3.455756664276123,200.0,200.0,0.2,6.2681213011665955,0.04310879758560536,0.9990294195327407,0.10771041906894797,0.016749473418158925,1782910181.8400002,None,None,None, None, 1782910181.8429995,1.0728583114139156,apf_colreg,overtaking,-1.0,0.14196149252254783,16.354730210264616,16.03811175220308,6.767169044504599,1.6589154591814759,0.9739776506705479,1.6498164224498357,mr_webots_overtaking_small_ship.wbt,ekf_on_cluster_on,1,1,5.0
1782910182.0036044,3.570328950881958,200.0,200.0,0.2,6.271755705061241,0.06882773620625621,0.9983699486704749,0.11054322145569001,0.030740795670370316,1782910181.966569,None,None,None, None, 1782910182.0005984,0.9620202910896996,apf_colreg,overtaking,-1.0,0.5594018443661655,13.583204809740897,16.052846794456407,6.682515161678004,1.686965764537518,0.9099515752881314,1.6421677516479538,mr_webots_overtaking_small_ship.wbt,ekf_on_cluster_on,1,1,5.0
1782910182.097578,3.6643025875091553,200.0,200.0,0.2,6.282886082583778,0.09796848264115682,0.9977637097741372,0.16749044122754922,0.04933232473509955,1782910182.0775695,None,None,None, None, 1782910182.09558,1.0994543517263027,apf_colreg,overtaking,-1.0,0.4794933383733174,12.07690481582732,16.126405864660672,6.50758252165672,1.686965764537518,0.9099515752881314,1.6421677516479538,mr_webots_overtaking_small_ship.wbt,ekf_on_cluster_on,1,1,5.0
1782910182.1788056,3.745530128479004,200.0,200.0,0.2,6.289998107799613,0.12936560219938661,0.9975509954633095,0.11106465830128126,0.0715452563953558,1782910182.1788056,None,None,None, None, 1782910182.1828096,0.9150880429296181,apf_colreg,overtaking,-1.0,0.8707725838296079,11.035023809882034,16.16397538150148,6.377916277341828,1.7298352039440548,0.8741989203592083,1.629697414107252,mr_webots_overtaking_small_ship.wbt,ekf_on_cluster_on,1,1,5.0
1782910182.2799847,3.8467092514038086,200.0,200.0,0.2,6.298289887017351,0.1621651799375454,0.9975368564491829,0.1275157719102424,0.08297551449045858,1782910182.2684436,None,None,None, None, 1782910182.2644446,0.9653671009152137,apf_colreg,overtaking,-1.0,1.1163157924384013,9.762121842116374,16.212473003881453,6.234803967798809,1.7587762503780864,0.8592844692246213,1.623764132609042,mr_webots_overtaking_small_ship.wbt,ekf_on_cluster_on,1,1,5.0
1782910182.401808,3.9685325622558594,200.0,200.0,0.2,0.06224902494301046,0.03773702229700013,1.0009557685291244,0.13891929150212,0.10045880016810428,1782910182.3942957,0.03589048564727845,1.0009925199181149,0.0994267112795937, 1782910182.319053, 1782910182.367774,1.0123788662604736,apf_colreg,overtaking,-1.0,1.6237778875446034,0.0,16.50177118217176,5.4460321585959575,1.7587762503780864,0.8592844692246213,1.623764132609042,mr_webots_overtaking_small_ship.wbt,ekf_on_cluster_on,1,1,5.0
1782910182.5229843,4.0897088050842285,200.0,200.0,0.2,0.06421226291430324,0.056940088726437785,1.0020313363430273,0.11628085828027859,0.11059141295228551,1782910182.4814348,None,None,None, None, 1782910182.5480225,1.0073909758691812,apf_colreg,overtaking,-1.0,1.2337834772984493,11.858711794551454,16.513395636435316,5.42224749462672,1.6533298146743691,0.9191991671528521,1.6129375629416525,mr_webots_overtaking_small_ship.wbt,ekf_on_cluster_on,1,1,5.0
1782910182.6123862,4.179110765457153,200.0,200.0,0.2,0.0704466286337435,0.08136830215757292,1.0034316056230868,0.14207098419102,0.1255492109854908,1782910182.5867188,None,None,None, None, 1782910182.6219037,0.9579891681609036,apf_colreg,overtaking,-1.0,1.0386137691802002,11.396225407551656,16.547590996431623,5.310416991119001,1.6533298146743691,0.9191991671528521,1.6129375629416525,mr_webots_overtaking_small_ship.wbt,ekf_on_cluster_on,1,1,5.0
1782910182.6732094,4.239933967590332,200.0,200.0,0.2,0.0790432565810119,0.10958853856652379,1.0052456694359049,0.14207098419102,0.1539634078236948,1782910182.6787271,None,None,None, None, 1782910182.701245,1.0533626016619353,apf_colreg,overtaking,-1.0,0.9228354009949518,10.59923375572325,16.594061501506406,5.156742356727827,1.6533298146743691,0.9191991671528521,1.6129375629416525,mr_webots_overtaking_small_ship.wbt,ekf_on_cluster_on,1,1,5.0
1782910182.7716734,4.338397979736328,200.0,200.0,0.2,0.09287556299221353,0.14034242947018025,1.0074998404086042,0.17887678941268634,0.17042156647863235,1782910182.7741838,None,None,None, None, 1782910182.8082228,0.9624774314773556,apf_colreg,overtaking,-1.0,0.8727393614871026,9.495376127895549,16.66111294813268,4.914496355430533,1.7018370654984416,0.8797400312476922,1.5951888025996281,mr_webots_overtaking_small_ship.wbt,ekf_on_cluster_on,1,1,5.0
1782910182.871853,4.438577651977539,200.0,200.0,0.2,0.10465407153696994,0.17266341093284604,1.0103739409731847,0.14092242332589586,0.19664706232708412,1782910182.864826,None,None,None, None, 1782910182.910988,1.0300428517757454,apf_colreg,overtaking,-1.0,0.8345398853308263,9.158957022795425,16.720190081223343,4.7001102101129595,1.7018370654984416,0.8797400312476922,1.5951888025996281,mr_webots_overtaking_small_ship.wbt,ekf_on_cluster_on,1,1,5.0
1782910182.9746673,4.541391849517822,200.0,200.0,0.2,0.13029496951141997,0.20592107887618533,1.0137052372419055,0.26765511274479004,0.21749450601206932,1782910182.9427152,None,None,None, None, 1782910183.0131247,0.9683013401049805,apf_colreg,overtaking,-1.0,0.8040473899214106,10.096109881067607,16.826886498299633,4.223127541309158,1.7541868314227724,0.8929267951777062,1.5811540117148573,mr_webots_overtaking_small_ship.wbt,ekf_on_cluster_on,1,1,5.0
